Companies,URL,Description,Industry,Latest Funding Round,Latest Funding Date,Total Funding,All Investors,Latest Valuation,Latest Funding Amount,Exit Round,Exit Date,Acquirers,Mosaic (Overall),Date Added,Country,Applications,Text,Speech & audio,Code,Visual media
MutableAI,mutable.ai,"MutableAI focuses on artificial intelligence (AI) accelerated software development. The company offers services such as AI code generation for creating features or refactoring multiple files, AI-enhanced explanation and search for understanding any codebase, suggestions for code improvements and bug detection, automatic generation of progress reports for monitoring codebase, and a command line interface tool for switching between laptop and cloud. The company primarily sells to the software development industry. It was founded in 2021 and is based in Dover, Delaware.",Horizontal applications,Seed VC,2023/01/01,0.5,"AIX Ventures, Y Combinator, Samsung NEXT",,,,,,430,2023/10/04,United States,Code completion,,,x,
CodeComplete,codecomplete.ai,"CodeComplete focuses on providing artificial intelligence (AI)-powered development tools. Its main service includes an AI coding assistant for enterprises, designed to improve the end-to-end developer workflow by incorporating the company's libraries and coding patterns, while ensuring data security and privacy. The company primarily serves the enterprise software industry. It was founded in 2022 and is based in San Francisco, California.",Horizontal applications,Incubator/Accelerator,2023/10/16,0.5,"Y Combinator, Asymmetric, Coho Deeptech, Comcast NBCUniversal LIFT Labs Generative AI Accelerator",,,,,,340,2023/10/04,United States,Code completion,,,x,
Second,second.dev,"Second specializes in AI-powered code migration services for software engineering teams within the technology sector. The company offers modules that facilitate the transition of codebases to modern frameworks and languages, ensuring up-to-date and efficient software development. Second primarily serves the software development industry, offering solutions that automate the process of upgrading and transforming codebases. It was founded in 2023 and is based in San Francisco, California.",Horizontal applications,Convertible Note,2023/02/22,0.5,"Pioneer Fund, Y Combinator",,0.5,,,,420,2023/10/04,United States,Code completion,,,x,
Codiga,codiga.io,"Codiga operates of a code analysis platform intended to upscale code quality and manage technical debt. The company's platform offers static code analysis, automates code reviews, trends, and analytics, also automatically identifies security vulnerabilities, code violations, and code duplicates, it can also detect code hotspots, monitor trends in the code base provide an overview of bottlenecks in the source code and also helps in making a technical debt repayment plan, enabling developers to reduce their technical debt and automate their code reviews. The company was founded in 2020 and is based in Westminster, Colorado. In April 2023, Codiga was acquired by Datadog. The terms of the transaction were not disclosed.",Horizontal applications,Seed VC,2022/02/23,2.22,"Techstars Boulder Accelerator, 2.12 Angels, Draper Cygnus, Jeff Lunsford, LAUNCH, Olivier Pomel, Techstars Ventures, TheSyndicate, Datadog",,2.1,Acquired,2023/04/19,Datadog,,2023/10/04,United States,Code completion,,,x,
Kite,kite.com,"Kite ceased operation in 2021. Kite provides artificial intelligence (AI) solutions to help developers write code. The company offers codes for different programming languages such as python, java, java script, and more. It works on different compilers such as pycharm, sublime, spyder, and more. The comapny was founded in 2014 and is based in San Francisco, California.",Horizontal applications,Series A - II,2019/01/28,21,"Arab Angel Fund, East Ventures, CSC Upshot Ventures, Drew Houston, Emmett Shear, Grace Beauty Capital, Joe Lonsdale, Max Levchin, Pillar, SV Angel, M12, Nat Friedman, Trinity Ventures",,17,,,,,2023/10/04,United States,Code completion,,,x,
Deepgram,deepgram.com,"Deepgram specializes in artificial intelligence (AI), specifically focusing on understanding human language. The company offers services such as converting speech into text and summarizing audio or video content using AI language models. It primarily caters to sectors that require transcription and understanding of audio content, such as contact centers and media transcription. It was founded in 2015 and is based in San Francisco, California.",Horizontal applications,Series B - II,2022/11/29,86.13,"Boost VC, Y Combinator, 1517 Fund, Compound, Ludlow Ventures, Pegasus Tech Ventures, NVIDIA, SAP, Wing Venture Capital, In-Q-Tel, Citi Ventures, SAP.iO, Tiger Global Management, Alkeon Capital Management, Madrona Venture Group",262.43,47,,,,820,2024/02/21,United States,Call transcripts analytics,x,,,
Symbl.ai,symbl.ai,"Symbl.ai is a technology company specializing in real-time artificial intelligence for processing human conversations across various communication channels. The company offers a platform that captures and analyzes live call data to generate actionable insights, such as sentiment analysis, intent detection, and compliance monitoring. Symbl.ai's solutions cater to a range of sectors including customer service, sales, and data analytics. It was founded in 2018 and is based in Seattle, Washington.",Horizontal applications,Series A,2021/11/05,23.72,"Alexa Next Stage, Flying Fish Venture Partners, Amazon Alexa Fund, Coughdrop Capital, CrossCut Ventures, Jump Capital, TechNexus Venture Collaborative, Techstars Ventures, Third Kind Venture Capital, Tom Williams, Tony Chen, 5G Open Innovation Lab, Great Point Ventures, Gutbrain Ventures, PBJ Capital",12.14,17,,,,550,2023/10/04,United States,Call transcript analytics,x,,,
AssemblyAI,assemblyai.com,"AssemblyAI develops artificial intelligence (AI) powered models to transcribe and understand speech. The company's product allows users to automatically convert audio, video, and live audio streams to text with a speech-to-text application programming interface (API). It primarily serves the technology industry. The company was founded in 2017 and is based in San Francisco, California.",Horizontal applications,Incubator/Accelerator,2024/04/19,108.12,"Y Combinator, GWC Innovator Fund, TechNexus Venture Collaborative, Accel, Daniel Gross, John Collison, Nat Friedman, Patrick Collison, Insight Partners, Smith Point Capital, Google Cloud Next",194.47,,,,,840,2023/10/04,United States,Call transcript analytics,x,,,
Cogram,cogram.com,"Cogram lets users query databases without writing code. It enables users to describe a question in plain English and generates the matching database query. The company was founded in 2021 and is based in Brooklyn, New York.",Horizontal applications,Incubator/Accelerator,2022/07/15,0.5,"Soma Capital, Pioneer Fund, Y Combinator, Creative Destruction Lab",,,,,,400,2023/10/04,United States,Call transcript analytics,x,,,
Talka,talka.ai,"Talka provides conversational Intelligence insights from video and voice conversations. The company was founded in 2020 and is based in San Francisco, California.",Horizontal applications,,,,,,,,,,,2023/10/04,United States,Call transcript analytics,x,,,
Vocal Clarity,vocalclarity.ai,"Vocal Clarity is a company that focuses on voice enhancement, operating in the technology and artificial intelligence sectors. The company offers a voice enhancement system that uses artificial intelligence and parametric synthesis to extract and recreate human speech from noisy environments, maintaining its richness and quality. Vocal Clarity primarily sells to the B2B SaaS industry. It is based in New York, New York.",Horizontal applications,Pre-Seed,2021/09/27,0.2,Antler,,0.2,,,,380,2023/10/04,United States,Audio editing,,x,,
Griptape,griptape.ai,"Griptape offers an enterprise-grade Python framework. It empowers developers to harness Large Language Model (LLM) potential with security and reliability measures. The company was founded in 2023 and is based in Mercer Island, Washington.",Horizontal applications,Unattributed,2023/09/14,14.64,AWS Generative AI Accelerator,,12.54,,,,700,2023/10/12,United States,App builder,,,x,
Imbue,imbue.com,"Imbue is an independent research company that develops general-purpose artificial intelligence (AI) agents and conducts research on self-supervised learning for simulated worlds and computer vision problems. It was formerly known as Generally Intelligent. Imbue was founded in 2018 and is based in San Francisco, California.",Generative AI infrastructure,Series B - II,2023/10/19,232,"Y Combinator, South Park Commons, Arash Ferdowsi, Astera Institute, Drew Houston, Jonas Schneider, Tom Brown, Kyle Vogt, NVIDIA, Simon Last, Amazon Alexa Fund, Eric Schmidt",1000,12,,,,740,2023/10/16,United States,AI research institute,x,,,
Inflection,inflection.ai,"Inflection is an artificial intelligence(AI) studio focused on developing conversational artificial intelligence. The company offers a personal AI named Pi, designed to be supportive and empathetic, providing users with a new class of digital experiences. Inflection primarily serves individuals seeking personal AI interactions. It was founded in 2022 and is based in Palo Alto, California.",Horizontal applications,Series B,2023/06/29,1525,"Metaplanet, Greylock Partners, Demis Hassabis, Dragoneer Investment Group, Eric Schmidt, Gates Frontier, Horizons Ventures, Microsoft, Mike Schroepfer, Reid Hoffman, William James Adams Jr., NVIDIA",4000,1300,,,,870,2023/10/04,United States,AI companions,x,,,
